id z u_mag u_mag_err g_mag g_mag_err i_mag i_mag_err z_mag z_mag_err
0000 0.0 -8.384501141524847 0.21879173565235338 -9.33281534742309 0.21744251703245243 -10.212450090445948 0.21787874968279136 -10.549333915541169 0.21819232447620704
0100 0.0 -8.496799955552046 0.21849018078520052 -9.511729091987696 0.21736122802585953 -10.473139021780533 0.21760262629781765 -10.797014722681542 0.21781254779747244
0200 0.0 -9.176884969191786 0.2175439746199647 -9.991246698835468 0.21723810939230725 -10.993551109922251 0.21732476582893664 -11.283025435234514 0.2174220912554613
0300 0.0 -8.90512972839015 0.21779179547173913 -9.96278231922052 0.21724281933064818 -10.858552574136851 0.21737375530514833 -11.130449261515821 0.21750985471394738
0400 0.0 -9.040675335820971 0.21765302263974268 -10.09347502805269 0.2172230607167163 -10.963962432934185 0.21733449820150436 -11.203839485315406 0.2174645859742358
0500 0.0 -9.337680010889866 0.21744545600427156 -10.38987997157609 0.21719226636924388 -11.309461695720898 0.21724785824591297 -11.505932629525113 0.21733075934322932
0600 0.0 -9.175349477333398 0.2175450687017659 -10.42094021063717 0.217189889447485 -11.344556218164538 0.2172417310255912 -11.540766662230403 0.21731955306695458
0700 0.0 -9.303751528883687 0.21746393939204192 -10.567232836167264 0.21718030993620072 -11.532482063049926 0.21721480181203218 -11.770919163856895 0.21726098268575816
0800 0.0 -9.43393282262793 0.21739878714893418 -10.697593977831175 0.21717364424202698 -11.676296259355034 0.21719956911424 -11.896421968228168 0.21723799711960423
0900 0.0 -9.59167937603889 0.21733780580508616 -10.866240817380096 0.2171670221907137 -11.845376230953548 0.21718605261153712 -12.071891310999877 0.21721350132140263
1000 0.0 -9.73767197426995 0.21729485486046207 -11.018039465066153 0.21716253488929083 -12.020863803494755 0.21717576110784947 -12.241755700670218 0.21719617051734805
1100 0.0 -9.953380427829622 0.21724877539422274 -11.15640752504044 0.21715936660351187 -12.10552682849297 0.21717184210014828 -12.313213946088979 0.21719032995672988
1200 0.0 -10.180692358394204 0.21721601155908166 -11.297469639507753 0.21715683574935168 -12.20516186439091 0.21716792957541023 -12.430086251180363 0.21718226321667516
1300 0.0 -9.977075478773251 0.21724471190816388 -11.258152086495507 0.21715747995415333 -12.2258772157804 0.21716719992064154 -12.46682623814447 0.2171800593415022
1400 0.0 -9.996391244451459 0.21724152344149628 -11.268528649265143 0.21715730570525835 -12.244795001225853 0.2171665567525001 -12.476431678883376 0.21717950685113796
1500 0.0 -10.053804966965068 0.21723266486664183 -11.309481080768492 0.2171566476216849 -12.265362864396671 0.21716588160992878 -12.493331407861458 0.21717855765179064
1600 0.0 -10.019899834546756 0.21723778727193133 -11.252201003906144 0.21715758137838168 -12.232210944689385 0.21716698216993544 -12.48456440903454 0.2171790464873355
1700 0.0 -9.911778759628579 0.21725633999947877 -11.200682185837046 0.21715850440170545 -12.197636116817417 0.2171682014079255 -12.428231938148631 0.21718237830179726
1800 0.0 -9.968493085759341 0.21724616473501546 -11.179388911452719 0.2171589108169012 -12.140454253550104 0.21717039059397833 -12.376262024679292 0.21718576753602958
1900 0.0 -10.18852125410367 0.21721509797352817 -11.184493561311832 0.2171588117279711 -12.06111324905126 0.21717382380425665 -12.30032798142988 0.2171913281115362
2000 0.0 -13.597825638678131 0.21714779189469388 -13.593416976694211 0.21714759111177162 -13.483010851918529 0.2171497136709525 -13.353078206048874 0.21715429929978378
2100 0.0 -9.831209487158219 0.21727268106861763 -10.849494255182293 0.21716759484257656 -11.784432798651672 0.21719045711962207 -12.034884561687388 0.21721803876766027
2200 0.0 -9.661763432862784 0.21731578309570923 -10.777982684927348 0.21717024074994645 -11.68583118444364 0.2171986922640095 -11.916146294984738 0.21723483843928185
2300 0.0 -9.442851396001867 0.217394858279988 -10.611935239458148 0.21717784785087504 -11.548866139332077 0.21721285977286098 -11.747919698768886 0.21726579425153136
2400 0.0 -9.182234939445319 0.2175402281265434 -10.380290286702909 0.2171930279409004 -11.342669616836016 0.21724205117241566 -11.549049915360627 0.21731699177975047
2500 0.0 -9.94713807756198 0.21724985446621692 -11.038328257599265 0.21716201657059292 -11.904045717266097 0.21718223449369706 -12.02456605516014 0.2172193545226167
2600 0.0 -8.907199826326117 0.21778941326080434 -10.02866841327328 0.21723227705155795 -10.962508808821372 0.21733499061774822 -11.145736041152183 0.2174999185539254
2700 0.0 -8.844540458500848 0.21786573427122816 -9.85857953729916 0.21726228123161243 -10.791898844336778 0.21740276659642982 -11.025550882193336 0.21758606445627343
2800 0.0 -8.61675508687571 0.21822916137728407 -9.694561196863603 0.2173014186622853 -10.613201033621177 0.2175004194570339 -10.878853184309076 0.21772039204401808
2900 0.0 -8.452009167695689 0.21860316964723756 -9.533179737892574 0.21735313999979558 -10.44736666500296 0.21762444958348803 -10.696425642555916 0.21794643111069237
