id z u_mag u_mag_err g_mag g_mag_err i_mag i_mag_err z_mag z_mag_err
0000 0.0 -6.282267349633134 0.04786002214677812 -7.298857132237856 0.019052596063713078 -8.215573266517058 0.02895049523554367 -8.553523026388014 0.03455820635900439
0100 0.0 -6.247818888230444 0.04937443340074393 -7.353042366653707 0.018147841740486694 -8.37719472385233 0.024997308884312213 -8.586319452967455 0.03353929578144786
0200 0.0 -6.439309851375725 0.04153369669094348 -7.480022223651854 0.016196174855718823 -8.403172413610847 0.02441505495607421 -8.618197001954627 0.032577976989098756
0300 0.0 -6.488287163995899 0.039740031843894276 -7.555392744767204 0.015141113732646046 -8.503424604332722 0.022294014061570465 -8.773748816518697 0.028271290778085018
0400 0.0 -6.5453090883647995 0.037751668821653976 -7.668634571321078 0.013687294035215092 -8.612802622468482 0.020417990968696505 -8.86615497710007 0.025990168657994413
0500 0.0 -6.794949710021211 0.030176780563930673 -7.815268745581868 0.012016416711571524 -8.77116441881778 0.018781713492645513 -9.072591864271015 0.0215439814169429
0600 0.0 -6.706843515756553 0.032654273906757805 -7.8541967440788945 0.011609407873739453 -8.813701929490652 0.0168434330986886 -9.062005011866656 0.021752028114129456
0700 0.0 -6.727601025731424 0.03205241391762928 -7.969340427855283 0.010487366847831104 -8.981591668110976 0.014482480311570244 -9.239843493474634 0.018512716137010065
0800 0.0 -6.788922494485494 0.03033967625528659 -8.02551735073104 0.009981557089973163 -8.956877664878714 0.014807532961942567 -9.164379787786157 0.01982277150300948
0900 0.0 -6.932560982316684 0.026688029950897155 -8.154327693738995 0.008915783823639703 -9.121935724662741 0.012770432205706742 -9.388337369400833 0.016185956778213433
1000 0.0 -7.052345901560081 0.023991229973500283 -8.255981345634453 0.008159376576824638 -9.253734419158807 0.011351998181673104 -9.465292134120151 0.015099690260154609
1100 0.0 -7.0842406211457565 0.023321638614160704 -8.365215255664395 0.007421510673787115 -9.333461398335398 0.010573841668207129 -9.518393042629071 0.014393752646640732
1200 0.0 -7.159201596885307 0.021823186178687365 -8.451596180680276 0.006888152893627692 -9.44869231403046 0.009545325424128002 -9.655459726060773 0.012723315546375728
1300 0.0 -7.216651936427091 0.020742990174912726 -8.507079689826664 0.006567196763753585 -9.484731825089181 0.009245388016583528 -9.722157488766953 0.011983622520923665
1400 0.0 -7.367893463864146 0.0181573913683441 -8.622356930695734 0.005950338541241754 -9.586327020162951 0.00845150525861973 -9.806359603870622 0.011112350452598846
1500 0.0 -7.386072974740031 0.017870274611077618 -8.670718990195606 0.005710329573138174 -9.654038700268348 0.007962103191350807 -9.877192058287427 0.01042995321300955
1600 0.0 -7.516658636071554 0.01594145876998202 -8.768773002717513 0.005255084384334636 -9.747024715114296 0.007337770502608178 -9.976175557146032 0.009547831715715455
1700 0.0 -7.62113654531511 0.014556731661432497 -8.88659834863931 0.004759380852049315 -9.842488122945035 0.006749936764146873 -10.080810555516198 0.008698714113631462
1800 0.0 -7.669545425975613 0.013958788363056357 -8.939330582659753 0.004554236433176062 -9.905506637860128 0.006389212893827875 -10.147343507220327 0.00819979274662768
1900 0.0 -7.7182315748325685 0.013383652246666997 -9.004462450979023 0.004314084558310977 -9.977377797662275 0.00600248886993365 -10.203141717674686 0.007804274182353673
2000 0.0 -7.742566486758665 0.01310554337775734 -9.039123487106533 0.004191969009437616 -10.004574208281625 0.005862672129464283 -10.196540721856241 0.00785001146859629
2100 0.0 -7.910845943999021 0.011343620044982758 -9.145891866032901 0.0038391493393744114 -10.087641796152038 0.005456597442641676 -10.30940736454136 0.007104904061737694
2200 0.0 -7.839487387071472 0.012057768495144932 -9.114280927506787 0.003940068932654126 -10.111431303715225 0.0053458985848245325 -10.319987472362836 0.007038939663792882
2300 0.0 -7.854414505405298 0.011904574966149923 -9.155321737819008 0.003809612241649984 -10.13670070590111 0.005230920978909653 -10.361886455833638 0.006783926851782398
